loc_rowid,koi_disposition,koi_duration,koi_depth,koi_model_snr
4702,0,"10,91","69911,00","1820,50"
4703,0,"5,93","7647,40","127,10"
4704,0,"11,64","170,20","9,60"
4705,null,"3,78","99,50","9,70"
4706,0,"1,58","41,00","9,50"
4707,0,"2,09","101,10","7,30"
4708,null,"6,48","430,70","10,10"
4709,null,"6,13","123,10","27,80"
4710,null,"2,94","26,20","9,30"
4711,0,"0,57","112,20","15,10"
4712,0,"9,84","246,20","13,50"
4713,0,"3,72","35,70","12,50"
4714,null,"1,33","144,60","10,30"
4715,1,"3,00","295,50","18,70"
4716,1,"6,36","229,80","16,40"
4717,null,"2,38","21272,00","131,00"
4718,0,"0,60","57,90","12,70"
4719,null,"3,61","331,60","11,90"
4720,0,"6,43","12568,00","179,30"
4721,0,"2,07","105,20","18,00"
4722,0,"18,22","455,50","17,10"
4723,1,"2,72","333,80","11,50"
4724,0,"8,80","579,40","10,00"
4725,null,"1,66","116,50","9,90"
4726,0,"1,24","101,70","15,30"
4727,1,"2,17","189,20","10,70"
4728,null,"0,98","499,60","11,00"
4729,0,"1,79","67,50","8,00"
4730,0,"3,29","42,40","12,50"
4731,0,"0,78","23,10","6,80"
4732,0,"14,33","153,60","11,60"
4733,null,"3,72","66,60","10,50"
4734,null,"12,58","94,20","8,50"
4735,0,"6,19","304,20","11,50"
4736,0,"13,97","216,90","11,20"
4737,1,"5,13","622,20","17,00"
4738,null,"4,03","79,30","12,00"
4739,1,"3,61","196,20","14,10"
4740,0,"1,72","577,60","16,20"
4741,0,"3,82","6287,90","147,90"
4742,null,"1,22","65,30","8,80"
4743,0,"3,51","582,50","79,10"
4744,null,"3,41","102,10","10,20"
4745,0,"13,35","326,40","11,50"
4746,0,"5,59","426,00","4,40"
4747,0,"8,83","509,30","8,70"
4748,null,"1,41","254,40","13,20"
4749,0,"5,33","127,10","7,00"
4750,null,"7,65","516,70","10,60"
4751,null,"8,14","154,80","15,80"
4752,0,"2,32","59,70","3,30"
4753,0,"2,46","70,40","11,10"
4754,0,"1,61","35,20","31,10"
4755,null,"3,76","52,00","12,50"
4756,0,"5,14","327,70","12,20"
4757,0,"9,30",,
4758,0,"2,63","66,10","9,20"
4759,null,"2,06","245,10","10,10"
4760,0,"8,62","1015,70","37,30"
4761,null,"1,78","523,80","12,60"
4762,null,"2,46","234,00","11,20"
4763,0,"4,66","1660,70","49,30"
4764,1,"4,85","651,10","9,60"
4765,0,"5,89","112,10","11,80"
4766,0,"2,55","62,10","10,30"
4767,1,"5,87","502,10","13,10"
4768,null,"14,34","122,40","20,70"
4769,0,"2,24","740,60","10,30"
4770,0,"3,87","28,40","8,20"
4771,null,"2,45","199,30","7,50"
4772,0,"3,08","591,70","16,20"
4773,null,"3,74","152,50","9,50"
4774,0,"3,66","361,10","10,00"
4775,0,"1,74","239,60","27,70"
4776,null,"0,87","1068,00","12,10"
4777,0,"4,39","47,80","33,30"
4778,0,"0,69","1118,50","108,60"
4779,0,"2,34",,
4780,null,"9,49","496,80","11,40"
4781,0,"4,14",,
4782,0,"6,97","4989,20","155,60"
4783,0,"20,59","2340,20","131,40"
4784,null,"4,25","87,80","12,00"
4785,1,"5,23","160,60","18,20"
4786,0,"5,03","1138,60","17,50"
4787,1,"9,30","901,40","12,70"
4788,0,"0,92","105,70","8,80"
4789,1,"8,61","296,90","12,20"
4790,1,"1,96","289,30","12,40"
4791,0,"5,48","232,90","19,30"
4792,null,"1,79","112,50","10,40"
4793,null,"4,11","47,00","8,30"
4794,0,"0,89","112,60","19,90"
4795,null,"5,64","238,00","10,30"
4796,0,"9,07","126,10","7,50"
4797,0,"6,61","7,70","7,30"
4798,1,"14,18","762,30","54,30"
4799,null,"2,89","228,50","11,60"
4800,null,"8,54","104,00","12,10"
4801,null,"2,04","232,10","8,20"
4802,0,"3,46","137,00","9,60"
4803,0,"9,12","152,50","11,10"
4804,1,"4,21","641,30","13,90"
4805,1,"4,00","723,20","13,60"
4806,1,"3,79","1132,90","17,80"
4807,1,"3,67","352,80","14,50"
4808,0,"3,83","1001,60","15,30"
4809,0,"4,50","2127,00","14,80"
4810,null,"7,76","538,20","10,20"
4811,0,"9,70","439,90","11,00"
4812,0,"12,75","732,20","13,00"
4813,null,"10,23","164,70","25,90"
4814,0,"2,70","23,00","14,30"
4815,null,"3,92","32,70","11,20"
4816,null,"2,21","50,70","8,70"
4817,0,"2,43","127,10","11,30"
4818,0,"3,74","86,50","11,10"
4819,null,"1,63","73,10","12,70"
4820,null,"3,90","143,90","10,20"
4821,null,"6,77","129,30","8,80"
4822,0,"5,79","170,70","14,70"
4823,null,"10,58","647,10","8,70"
4824,0,"9,47","131,00","8,80"
4825,1,"3,84","310,80","11,30"
4826,1,"7,71","330,00","21,90"
4827,1,"5,34","859,30","25,70"
4828,0,"16,64","5622,70","91,10"
4829,0,"3,11","1046,50","17,90"
4830,null,"3,34","187,00","11,00"
4831,null,"1,11","237,50","10,50"
4832,null,"7,51","109,50","11,30"
4833,0,"7,97","219270,00","1766,70"
4834,0,"2,61","87,80","15,20"
4835,0,"4,11","366,50","7,90"
4836,null,"2,85","447,80","11,60"
4837,0,"6,39","246,10","18,50"
4838,null,"3,63","364,90","11,30"
4839,0,"3,54","312,50","8,60"
4840,0,"14,77","115,00","11,90"
4841,null,"2,69","154,40","10,30"
4842,0,"44,05","216,70","56,40"
4843,0,"2,19","19,60","10,80"
4844,null,"13,78","531,50","10,30"
4845,0,"5,05","1024,90","19,70"
4846,0,"7,47","4094,10","136,50"
4847,0,"7,25","484,00","36,90"
4848,0,"14,60","5103,30","125,00"
4849,0,"20,81","2896,90","90,50"
4850,0,"2,33","263,10","20,30"
4851,null,"3,08","181,10","10,10"
4852,0,"4,20","145,40","14,20"
4853,0,"26,34","158,20","11,90"
4854,null,"2,51","373,70","11,50"
4855,0,"2,58","80,80","32,00"
4856,null,"14,37","789,00","20,70"
4857,0,"46,36","347,30","225,10"
4858,0,"7,47","229,20","8,00"
4859,0,"90,01","390,90","85,70"
4860,null,"4,13","59,00","11,30"
4861,null,"5,43","34,30","12,30"
4862,null,"16,85","270,90","12,30"
4863,0,"9,12","143640,00","768,90"
4864,0,"28,54","1230,40","89,90"
4865,1,"3,69","71,70","8,50"
4866,0,"23,94","458,90","40,80"
4867,0,"14,99","460,90","27,10"
4868,0,"8,12","1840,50","374,10"
4869,0,"3,21","348780,00","608,90"
4870,0,"18,43","102290,00","1597,30"
4871,0,"4,48","190900,00","879,20"
4872,0,"4,74","83326,00","154,40"
4873,1,"7,34","500,00","15,40"
4874,0,"4,73","146,80","15,10"
4875,0,"7,49","81428,00","301,40"
4876,null,"10,83","46,60","10,60"
4877,1,"4,47","418,20","12,60"
4878,0,"2,31","201,00","9,40"
4879,null,"2,62","372,90","10,60"
4880,null,"1,75","222,50","10,70"
4881,0,"3,37","207990,00","950,00"
4882,null,"3,04","134,90","10,40"
4883,0,"4,36","322,20","13,60"
4884,1,"4,95","235,60","18,60"
4885,null,"13,89","482,20","10,30"
4886,1,"6,33","132,20","14,90"
4887,null,"4,55","227,10","11,40"
4888,0,"3,16","39413,00","32,50"
4889,0,"7,56","240900,00","332,80"
4890,0,"2,46","283,60","12,70"
4891,null,"21,59","155,30","13,10"
4892,0,"32,19","299050,00","5357,70"
4893,0,"5,22","376770,00","4322,40"
4894,0,"7,46","83115,00","5219,50"
4895,0,"12,76","45362,00","2426,90"
4896,0,"4,14","147140,00","922,10"
4897,0,"2,83","98,60","9,40"
4898,0,"9,74","53782,00","1331,00"
4899,0,"4,82","243410,00","1539,90"
4900,0,"2,45","95697,00","319,10"
4901,null,"2,78","349,10","5,80"
4902,1,"2,17","250,00","7,50"
4903,null,"8,83","225,60","9,60"
4904,null,"4,02","271,50","13,80"
4905,null,"5,86","455,30","17,70"
4906,0,"7,46","66168,00","751,50"
4907,1,"4,55","103,80","17,10"
4908,0,"2,10","268,90","13,90"
4909,0,"1,09","1242,80","170,00"
4910,1,"8,57","330,00","24,30"
4911,null,"6,03","507,10","12,20"
4912,0,"5,96","150580,00","2206,50"
4913,0,"40,60","317000,00","4594,80"
4914,0,"6,12","210770,00","3583,10"
4915,0,"2,55","59,90","10,10"
4916,0,"19,94","440150,00","1161,10"
4917,0,"20,06","416740,00","1866,70"
4918,0,"6,19","357830,00","2427,50"
4919,0,"5,54","363130,00","6788,80"
4920,0,"7,48","380200,00","551,30"
4921,0,"2,49","113530,00","559,20"
4922,0,"7,93","134090,00","1033,20"
4923,0,"2,97","105950,00","997,80"
4924,1,"1,50","190,20","46,60"
4925,0,"8,36","35830,00","846,10"
4926,null,"2,09","231,90","10,40"
4927,0,"1,56","16,20","7,60"
4928,1,"4,37","97,90","13,30"
4929,null,"6,41","133,80","11,70"
4930,1,"4,81","762,00","12,10"
4931,0,"2,95",,
4932,null,"1,35","375,80","12,40"
4933,1,"7,50","894,50","20,00"
4934,0,"3,03","11,30","11,80"
4935,null,"2,50","215,80","13,70"
4936,null,"1,69","3146,70","57,00"
4937,null,"1,31","93,70","9,20"
4938,1,"15,40","737,00","22,30"
4939,0,"7,15","345940,00","3766,30"
4940,0,"1,73","73,40","9,00"
4941,1,"6,25","142,70","18,80"
4942,0,"9,89","70292,00","4257,40"
4943,0,"10,42","164740,00","7056,80"
4944,0,"18,99","410270,00","1113,20"
4945,0,"8,38","181790,00","1178,00"
4946,0,"7,14","217070,00","2270,60"
4947,null,"3,88","54,70","7,00"
4948,0,"6,26","65936,00","2048,70"
4949,0,"5,86","45754,00","961,40"
4950,0,"4,42","85407,00","1548,20"
4951,0,"3,05","319080,00","932,10"
4952,0,"4,37","40206,00","733,50"
4953,1,"6,90","472,10","17,30"
4954,0,"3,88","254,60","18,80"
4955,0,"6,15","188,50","16,20"
4956,1,"5,22","672,20","14,40"
4957,null,"1,87","102,90","11,70"
4958,null,"1,58","420,90","10,80"
4959,0,"3,13","424,50","12,40"
4960,null,"3,25","361,90","12,60"
4961,0,"0,75",,
4962,0,"5,25","37430,00","990,30"
4963,0,"8,87","158,60","15,60"
4964,null,"2,76","186,00","11,80"
4965,0,"16,81","255710,00","1638,00"
4966,0,"5,16","229160,00","2314,50"
4967,0,"13,64","66402,00","4958,60"
4968,0,"6,34","323610,00","1804,10"
4969,0,"6,40","489000,00","1246,30"
4970,0,"1,56","2208,60","137,70"
4971,0,"8,81","150930,00","2424,00"
4972,0,"6,58","172400,00","1467,60"
4973,0,"2,86","31353,00","259,40"
4974,0,"2,65",,
4975,null,"3,86","68,90","8,90"
4976,0,"3,94","145290,00","842,10"
4977,0,"2,35","933,00","6,40"
4978,0,"4,59","256440,00","1018,80"
4979,1,"2,46","79,20","22,40"
4980,1,"6,19","143,20","28,30"
4981,0,"4,48","79684,00","1012,20"
4982,0,"4,47","67161,00","1008,10"
4983,null,"3,91","385,30","13,90"
4984,0,"2,07","224,90","8,70"
4985,0,"3,64","433820,00","1256,80"
4986,0,"8,03","233450,00","3506,50"
4987,null,"4,07","274,30","11,60"
4988,1,"4,22","128,90","17,80"
4989,0,"1,51","119,40","6,00"
4990,0,"4,16","3104,00","81,60"
4991,null,"4,22","47,20","12,30"
4992,1,"5,25","98,00","16,60"
4993,0,"16,10","328540,00","765,30"
4994,0,"26,86","151820,00","2163,40"
4995,0,"1,25","74,60","17,30"
4996,0,"7,27","354380,00","1349,80"
4997,0,"4,72","362900,00","1210,80"
4998,0,"5,17","216060,00","1419,00"
4999,0,"6,48","24852,00","625,10"
5000,0,"3,57","54592,00","879,00"
5001,1,"3,47","221,70","20,00"
5002,0,"2,95","223620,00","249,50"
5003,0,"21,57","1312,30","63,70"
5004,null,"9,43","159,90","13,20"
5005,0,"4,04","53726,00","1003,70"
5006,0,"2,10","23,90","9,20"
5007,null,"3,31","579,50","12,60"
5008,0,"5,52","107140,00","1219,40"
5009,1,"6,68","210,90","11,80"
5010,1,"4,34","261,70","12,60"
5011,null,"1,56","104,50","12,80"
5012,0,"3,28","70,90","9,90"
5013,null,"11,48","223,10","15,50"
5014,0,"4,80","487,40","11,20"
5015,0,"12,23","113340,00","2016,10"
5016,0,"3,38","158640,00","796,50"
5017,0,"14,34","445610,00","1952,30"
5018,0,"2,46","61,20","11,50"
5019,0,"21,92","153930,00","1386,80"
5020,0,"5,96","321540,00","185,60"
5021,0,"3,63","23417,00","699,90"
5022,0,"4,00","20084,00","389,80"
5023,0,"1,55",,
5024,0,"3,46","101270,00","362,10"
5025,1,"1,27","277,60","14,70"
5026,1,"7,96","432,50","15,10"
5027,1,"8,39","1778,80","36,70"
5028,null,"5,38","257,10","14,10"
5029,null,"3,48","143,30","11,40"
5030,0,"1,70","73,20","10,20"
5031,null,"5,92","380,30","12,50"
5032,null,"7,81","240,30","11,50"
5033,null,"9,45","321,50","10,70"
5034,0,"3,55","643,50","37,50"
5035,1,"3,17","94,40","14,60"
5036,0,"0,89","146,60","9,80"
5037,0,"6,63","268720,00","1725,60"
5038,0,"8,60","96654,00","3162,00"
5039,0,"3,03","541,20","67,10"
5040,0,"3,32","198400,00","2060,30"
5041,0,"20,54","333800,00","2000,20"
5042,0,"3,25","42,50","13,70"
5043,0,"4,06","555380,00","445,70"
5044,0,"2,98","401890,00","1160,60"
5045,0,"3,23","52880,00","661,40"
5046,0,"2,53","113700,00","296,80"
5047,0,"3,77","11360,00","272,60"
5048,0,"1,06","33,00","1,50"
5049,0,"2,58","252640,00","1361,50"
5050,0,"4,92","234580,00","858,80"
5051,null,"3,97","366,70","12,60"
5052,1,"4,88","166,80","16,30"
5053,null,"8,22","417,40","25,00"
5054,0,"2,79","70,80","12,30"
5055,null,"3,87","84,10","9,50"
5056,0,"4,12","21653,00","23,90"
5057,0,"11,17","32990,00","1112,00"
5058,1,"9,68","115,90","13,50"
5059,null,"7,09","467,50","23,80"
5060,0,"9,56","52,10","9,80"
5061,1,"5,35","1286,60","66,00"
5062,null,"6,31","196,60","12,10"
5063,0,"2,64","173360,00","397,10"
5064,0,"12,05","225770,00","1836,80"
5065,0,"4,36","144640,00","970,90"
5066,0,"3,16","40,40","12,00"
5067,0,"17,56","411370,00","884,90"
5068,0,"2,94","457840,00","619,80"
5069,0,"8,53","142950,00","1887,70"
5070,0,"2,22","5025,40","245,20"
5071,0,"2,13","121990,00","140,00"
5072,0,"2,37","178,30","7,00"
5073,0,"3,64","25884,00","419,00"
5074,0,"4,62","403730,00","1905,10"
5075,0,"4,09","224230,00","434,90"
5076,0,"37,22","2012,10","173,70"
5077,null,"6,24","137,00","11,90"
5078,0,"4,42","34,50","13,30"
5079,null,"2,07","314,80","16,80"
5080,0,"6,48","111620,00","1701,10"
5081,1,"10,76","199,10","29,40"
5082,1,"6,51","302,00","14,30"
5083,0,"8,94","7062,80","205,40"
5084,null,"1,94","147,50","8,70"
5085,null,"2,03","120,00","10,60"
5086,null,"1,73","735,50","27,40"
5087,1,"8,20","203,70","15,30"
5088,1,"8,64","2094,80","62,10"
5089,0,"8,04","208360,00","978,20"
5090,null,"5,38","50,50","6,80"
5091,0,"5,01","242400,00","1649,50"
5092,0,"6,05","253380,00","1500,70"
5093,0,"23,01","62705,00","3433,70"
5094,0,"16,53","176340,00","2084,30"
5095,0,"3,60","128580,00","2279,10"
5096,1,"5,66","438,00","14,70"
5097,0,"9,75","58703,00","1421,70"
5098,1,"4,43","145,30","16,40"
5099,null,"4,47","88,10","10,10"
5100,1,"6,33","57,70","16,40"
5101,0,"0,73","92,10","4,80"
5102,1,"7,05","371,10","13,00"
5103,1,"6,43","955,20","17,80"
5104,null,"9,40","319,00","15,60"
5105,0,"6,23","601,20","51,30"
5106,0,"4,19","120,20","18,20"
5107,0,"8,51","95884,00","1221,20"
5108,0,"5,68","122,20","13,40"
5109,0,"20,87","122370,00","3625,50"
5110,null,"5,83","945,90","11,70"
5111,0,"10,93","56799,00","2804,30"
5112,0,"2,71",,
5113,0,"5,09","192690,00","1870,00"
5114,0,"11,56","370870,00","804,00"
5115,0,"5,86","387900,00","2624,00"
5116,0,"4,01","110920,00","446,10"
5117,1,"1,43","1175,00","28,50"
5118,0,"7,59","370550,00","672,70"
5119,null,"3,39","353,90","13,60"
5120,0,"3,79","1685,80","102,90"
5121,0,"5,04","1456,90","100,40"
5122,null,"3,60","456,30","21,60"
5123,null,"4,90","70,40","12,20"
5124,null,"5,30","106,60","15,40"
5125,1,"7,04","231,30","14,60"
5126,null,"1,62","8512,00","101,40"
5127,1,"3,17","338,30","18,20"
5128,null,"1,78","310,80","11,70"
5129,0,"7,08","130460,00","2070,30"
5130,null,"1,38","192,50","8,80"
5131,null,"4,65","246,00","9,60"
5132,null,"10,79","135,70","13,10"
5133,1,"5,47","179,20","13,30"
5134,null,"8,66","283,20","11,90"
5135,1,"10,39","655,70","17,00"
5136,0,"5,02","250030,00","2158,50"
5137,0,"17,90","72792,00","3573,10"
5138,0,"8,29","192900,00","1184,80"
5139,0,"3,37","225590,00","421,60"
5140,0,"5,96","169660,00","1471,60"
5141,0,"8,74","218070,00","2441,70"
5142,0,"3,70","241,60","9,40"
5143,0,"31,83","242410,00","1374,00"
5144,null,"8,42","208,40","16,40"
5145,null,"6,68","115,50","12,30"
5146,0,"18,36","205990,00","2261,90"
5147,null,"2,81","620,00","10,90"
5148,0,"3,85",,
5149,null,"3,41","267,60","14,50"
5150,0,"1,97","67898,00","541,30"
5151,1,"5,07","96,90","7,40"
5152,null,"8,52","212,70","14,20"
5153,1,"10,30","738,60","20,80"
5154,1,"13,31","767,80","18,90"
5155,0,"29,17","410,30","63,70"
5156,null,"12,46","169,30","19,10"
5157,0,"3,26","81096,00","296,00"
5158,0,"19,73","43252,00","3571,60"
5159,0,"2,82","57,40","12,90"
5160,0,"8,48","178,10","15,90"
5161,0,"6,76","398640,00","359,70"
5162,0,"2,76","34086,00","1109,20"
5163,0,"4,26","176740,00","1833,70"
5164,0,"4,80","423280,00","1909,20"
5165,0,"23,27","1157,20","22,80"
5166,1,"1,62","586,70","20,20"
5167,0,"2,40","58858,00","159,30"
5168,1,"2,25","209,60","16,00"
5169,1,"6,53","180,40","11,60"
5170,1,"4,86","117,00","21,50"
5171,null,"4,39","108,60","11,80"
5172,1,"2,45","354,40","15,70"
5173,1,"4,39","406,80","16,20"
5174,0,"3,59","75468,00","656,50"
5175,null,"3,88","220,10","10,80"
5176,null,"11,28","136,40","17,30"
5177,null,"2,29","335,60","6,60"
5178,null,"5,20","310,80","5,20"
5179,1,"10,28","1040,70","18,10"
5180,0,"8,00","49,40","56,60"
5181,0,"11,92","2177,60","169,50"
5182,0,"3,19","100,90","13,60"
5183,null,"5,67","191,80","5,20"
5184,1,"7,26","345,50","15,40"
5185,null,"6,13","146,20","10,40"
5186,0,"3,69","51325,00","163,60"
5187,0,"9,98","39943,00","464,20"
5188,0,"5,59","265410,00","1731,40"
5189,0,"4,58","42,70","10,80"
5190,0,"8,35","325450,00","305,20"
5191,0,"15,36","49269,00","1759,10"
5192,1,"8,66","546,40","20,80"
5193,0,"7,20","71432,00","1268,80"
5194,0,"12,13","96586,00","1246,30"
5195,0,"4,51","443,10","8,50"
5196,1,"2,58","273,70","15,10"
5197,null,"5,24","482,20","13,80"
5198,1,"2,13","576,30","12,30"
5199,0,"7,21","134140,00","1524,80"
5200,1,"6,49","124,40","22,90"
5201,null,"21,40","1504,20","18,10"
5202,null,"3,76","49,70","17,40"
5203,null,"7,00","224,40","13,20"
5204,null,"5,09","89,20","9,70"
5205,1,"8,43","161,20","15,50"
5206,null,"6,15","75,10","10,30"
5207,0,"4,79","216,30","7,00"
5208,1,"2,15","345,70","26,80"
5209,0,"6,40","290,40","26,10"
5210,0,"5,28","58381,00","1241,00"
5211,0,"5,65","204150,00","1526,20"
5212,0,"9,73","142500,00","1411,30"
5213,0,"5,07","419210,00","469,50"
5214,null,"2,40","154,40","7,50"
5215,1,"1,88","142,70","24,50"
5216,0,"7,66","196110,00","1179,70"
5217,1,"3,50","250,00","16,10"
5218,null,"3,07","211,90","9,60"
5219,null,"4,88","229,10","12,90"
5220,null,"2,27","209,50","8,90"
5221,1,"6,14","259,70","13,80"
5222,0,"5,62","52110,00","1238,80"
5223,0,"6,25","186980,00","1274,30"
5224,1,"7,71","235,40","13,90"
5225,null,"3,64","227,50","9,80"
5226,0,"4,23","266,80","14,40"
5227,1,"4,24","295,70","18,50"
5228,0,"4,97","246,90","8,80"
5229,0,"3,62",,
5230,0,"6,79","131,40","9,40"
5231,1,"5,32","126,40","47,80"
5232,0,"2,95","96,30","16,40"
5233,1,"13,31","233,10","33,90"
5234,null,"4,95","35,60","12,10"
5235,0,"6,69","46455,00","1081,70"
5236,0,"3,47","71479,00","1320,50"
5237,0,"3,44","94342,00","728,80"
5238,0,"23,71","210,60","15,30"
5239,0,"3,74","15647,00","287,60"
5240,0,"2,41","124500,00","444,70"
5241,null,"1,00","1322,40","39,50"
5242,0,"19,58","65496,00","1018,40"
5243,1,"7,78","580,40","19,80"
5244,0,"9,55","284,20","12,70"
5245,0,"17,97","130570,00","236,20"
5246,1,"2,42","328,90","29,00"
5247,1,"12,21","388,00","12,70"
5248,null,"5,02","195,20","11,20"
5249,null,"8,61","282,00","19,70"
5250,0,"6,95","525,10","14,00"
5251,1,"8,00","274,50","15,10"
5252,null,"1,35","3746,00","28,70"
5253,0,"6,31","1211,90","81,10"
5254,0,"1,42","14259,00","374,50"
5255,0,"4,17","218,90","26,90"
5256,0,"0,86","120,70","9,40"
5257,0,"4,88","97653,00","587,90"
5258,0,"23,63","2911,50","94,70"
5259,1,"1,77","867,20","36,60"
5260,1,"4,77","942,80","12,90"
5261,0,"2,31","316,40","33,40"
5262,0,"5,36","25450,00","56,30"
5263,0,"6,60","195,40","14,40"
5264,0,"39,10","655,30","78,30"
5265,0,"2,43","2829,70","160,60"
5266,1,"2,91","47,80","24,10"
5267,0,"5,26","3159,60","286,70"
5268,0,"5,68","44612,00","221,10"
5269,0,"2,64","12668,00","79,80"
5270,1,"5,02","67,90","13,90"
5271,0,"2,79","60135,00","190,70"
5272,0,"1,63","15498,00","31,80"
5273,0,"4,76","46552,00","84,30"
5274,0,"7,10","83918,00","374,60"
5275,0,"2,95","40380,00","100,50"
5276,0,"3,50","585600,00","229,60"
5277,0,"1,88","1572,90","73,40"
5278,null,"4,68","2701,20","56,30"
5279,0,"3,14","96384,00","251,60"
5280,1,"3,36","577,40","27,50"
5281,0,"6,61","12457,00","311,70"
5282,0,"4,25","167720,00","716,60"
5283,0,"16,95","1102,90","26,50"
5284,1,"13,78","1183,00","32,40"
5285,0,"3,79","185,20","35,40"
5286,0,"9,84","1680,10","100,50"
5287,0,"4,20","118810,00","483,90"
5288,0,"3,68","226850,00","268,70"
5289,0,"6,08","96593,00","316,10"
5290,0,"4,52","45134,00","320,60"
5291,0,"2,33","177510,00","197,60"
5292,0,"5,07","443400,00","314,90"
5293,0,"2,95","3266,00","10,10"
5294,0,"8,01","7765,30","445,80"
5295,null,"1,75","56197,00","160,50"
5296,0,"5,20","15847,00","273,50"
5297,0,"3,59","50253,00","353,00"
5298,1,"2,81","265,30","23,90"
5299,0,"13,07","557740,00","829,10"
5300,0,"25,08","1688,10","132,50"
5301,0,"12,14","6110,00","60,00"
5302,0,"12,52",,
5303,0,"8,98","1161,50","107,80"
5304,null,"2,50","188,10","18,30"
5305,0,"5,45","347,90","17,90"
5306,0,"3,19","607,00","70,00"
5307,0,"3,44","738,00","63,90"
5308,0,"1,22","624,30","23,10"
5309,0,"2,49","938,00","8,80"
5310,0,"5,34","63521,00","510,80"
5311,1,"3,54","196,50","22,00"
5312,1,"10,88","7590,40","526,10"
5313,0,"3,22","360180,00","483,90"
5314,1,"6,76","12990,00","380,90"
5315,1,"21,31","9148,70","1244,40"
5316,null,"5,69","160,20","10,90"
5317,0,"5,63","1849,50","159,30"
5318,0,"1,99","340460,00","534,00"
5319,0,"1,43","163380,00","169,40"
5320,0,"3,14","65280,00","380,60"
5321,0,"7,20","6472,70","94,50"
5322,0,"2,98","129160,00","178,50"
5323,0,"3,47","284380,00","1490,30"
5324,0,"8,37","3122,50","50,70"
5325,0,"3,73","1022,00","87,20"
5326,1,"3,13","1113,80","54,50"
5327,1,"2,38","181,10","18,90"
5328,1,"13,97","233,60","51,50"
5329,null,"18,36","956,60","34,60"
5330,0,"6,11","777,40","56,20"
5331,1,"2,09","167,50","24,30"
5332,0,"5,27","286,90","18,90"
5333,null,"5,30","75,10","8,90"
5334,1,"3,88","85,40","21,60"
5335,0,"5,97","258240,00","437,20"
5336,1,"16,29","4523,40","562,80"
5337,0,"3,61","138370,00","1338,10"
5338,0,"4,57","21307,00","413,80"
5339,1,"6,14","247,50","40,10"
5340,0,"4,76","63156,00","193,00"
5341,0,"4,94","28869,00","137,60"
5342,0,"2,37","10223,00","177,00"
5343,0,"1,88","6791,40","205,10"
5344,null,"30,86","24493,00","65,70"
5345,0,"11,96","637,10","13,80"
5346,0,"11,01","1317,30","107,00"
5347,0,"2,88","2234,00","66,40"
5348,0,"3,68","1191,00","68,50"
5349,0,"3,71","877,90","120,80"
5350,0,"11,93","24392,00","488,60"
5351,0,"5,34","215,00","9,10"
5352,null,"1,05","587,50","87,00"
5353,null,"1,56","128,80","22,10"
5354,0,"28,19","1522,80","113,10"
5355,0,"5,21","1027,10","78,30"
5356,1,"1,64","755,50","28,90"
5357,0,"5,90","77,70","11,10"
5358,1,"2,74","210,40","16,90"
5359,0,"2,88","54546,00","192,40"
5360,0,"5,67","65620,00","404,90"
5361,0,"7,54","124650,00","347,30"
5362,null,"3,37","8531,20","385,70"
5363,0,"1,64","37,30","20,80"
5364,1,"8,75","905,40","13,70"
5365,1,"16,67","5022,90","170,10"
5366,0,"2,25","412710,00","691,20"
5367,0,"1,91","291270,00","620,80"
5368,0,"2,02","220740,00","285,20"
5369,0,"7,91","33546,00","298,60"
5370,0,"4,05","42,10","23,80"
5371,0,"1,93","358050,00","806,50"
5372,0,"25,32","2598,40","54,70"
5373,0,"1,74","90282,00","88,60"
5374,0,"1,82","2617,70","38,20"
5375,null,"2,84","146,10","9,90"
5376,1,"3,37","1243,10","43,40"
5377,1,"2,09","330,90","18,30"
5378,1,"2,71","342,40","14,60"
5379,0,"2,30","1231,10","110,90"
5380,0,"19,45","224,40","93,00"
5381,0,"3,30","16033,00","453,00"
5382,null,"2,12","137,50","9,30"
5383,0,"3,29","34953,00","175,60"
5384,0,"3,16",,
5385,0,"2,16","12302,00","552,80"
5386,0,"2,72","10803,00","150,90"
5387,0,"3,56","40143,00","145,70"
5388,null,"3,33","32213,00","145,90"
5389,0,"3,45","119,40","9,60"
5390,0,"14,56","19675,00","221,40"
5391,0,"5,08","8054,40","309,10"
5392,null,"2,65","3149,70","185,30"
5393,0,"3,96","22143,00","118,10"
5394,0,"3,28","312730,00","195,30"
5395,0,"5,24","592,60","58,10"
5396,0,"2,44","223,80","37,80"
5397,1,"1,89","323,30","53,30"
5398,0,"1,04","38731,00","236,80"
5399,0,"12,92","1651,30","38,20"
5400,0,"2,22","257620,00","453,90"
5401,0,"1,47","318,10","8,50"
5402,0,"4,38","458460,00","437,10"
5403,0,"2,25","653,20","38,40"
5404,0,"7,46","1235,30","41,90"
5405,0,"1,42","1478,00","93,80"
5406,1,"2,17","56,10","18,90"
5407,0,"1,92","8611,00","42,60"
5408,0,"5,77","27559,00","293,80"
5409,0,"8,97","11539,00","224,50"
5410,0,"6,45","273310,00","206,30"
5411,1,"2,21","85,30","8,10"
5412,0,"0,74",,
5413,0,"2,22","452,30","8,30"
5414,0,"2,43","37879,00","510,00"
5415,0,"11,07","3007,60","193,40"
5416,null,"5,07","877,00","7,60"
5417,0,"12,51","1392,40","129,30"
5418,0,"77,98","1583,80","171,50"
5419,0,"5,51","182,30","7,10"
