loc_rowid,koi_disposition,koi_duration,koi_depth,koi_model_snr
5420,0,"1,37","1391,10","46,10"
5421,0,"2,11","114530,00","263,10"
5422,null,"1,97","35,60","11,10"
5423,0,"3,79","408,10","36,30"
5424,0,"5,90","6951,00","57,70"
5425,0,"2,19","4863,00","34,50"
5426,1,"2,94","234,90","30,70"
5427,1,"8,28","645,40","16,60"
5428,0,"8,95","155160,00","1207,60"
5429,0,"4,23","94567,00","124,60"
5430,0,"7,85","216440,00","541,70"
5431,0,"7,71","6861,20","289,10"
5432,0,"4,50","112500,00","537,20"
5433,0,"4,02","74112,00","286,40"
5434,0,"5,91","195070,00","174,40"
5435,0,"1,54","1229,70","163,50"
5436,0,"2,61","3509,80","83,50"
5437,0,"4,37","85,30","25,10"
5438,0,"3,87","6268,20","106,00"
5439,0,"3,20","5752,40","126,90"
5440,0,"2,11","5664,00","56,80"
5441,0,"3,45","510370,00","1069,50"
5442,0,"2,80","898,40","45,50"
5443,0,"3,96","293500,00","1571,60"
5444,0,"3,53","662,60","89,20"
5445,0,"1,58","1370,50","21,50"
5446,0,"32,16","2015,80","35,30"
5447,1,"2,15","66,20","31,50"
5448,0,"3,11","1563,00","16,60"
5449,0,"1,51","31,80","12,00"
5450,0,"8,90","292,80","68,20"
5451,0,"5,43","471,00","94,70"
5452,1,"10,96","263,70","25,60"
5453,1,"2,49","229,20","16,00"
5454,0,"7,50","894200,00","1585,20"
5455,null,"3,44","74,20","8,50"
5456,0,"4,66","605710,00","1837,90"
5457,0,"10,56","38418,00","449,10"
5458,0,"6,22","428560,00","599,80"
5459,0,"3,48","6386,30","114,80"
5460,null,"2,10","66,50","7,20"
5461,0,"3,01","40,00","14,90"
5462,0,"7,94","1413,00","103,30"
5463,0,"2,11","34976,00","224,00"
5464,null,"1,59","7736,40","157,40"
5465,0,"29,33","842,70","27,10"
5466,0,"16,18","3963,00","22,10"
5467,null,"2,73","725,10","9,50"
5468,1,"1,43","159,10","41,60"
5469,null,"1,50","174,80","12,60"
5470,null,"3,43","157,50","17,30"
5471,1,"4,95","273,80","20,70"
5472,0,"3,34","131260,00","631,50"
5473,0,"4,58","394410,00","508,40"
5474,0,"3,34","7559,80","257,40"
5475,0,"3,43","357700,00","324,00"
5476,0,"3,36","61574,00","1413,90"
5477,0,"6,04","24872,00","216,10"
5478,0,"2,21","23647,00","82,00"
5479,0,"2,67","52,60","7,70"
5480,0,"25,75","9356,20","201,90"
5481,0,"7,29","129090,00","197,00"
5482,0,"2,38","129530,00","262,20"
5483,0,"1,60","11701,00","44,90"
5484,0,"4,12","727,60","60,70"
5485,0,"26,25","81996,00","261,10"
5486,0,"3,17","18,50","11,10"
5487,0,"1,92","120030,00","239,60"
5488,1,"21,69","2579,00","181,00"
5489,0,"1,43","5497,00","23,80"
5490,0,"1,98","147610,00","317,10"
5491,0,"2,71","119,20","38,30"
5492,0,"20,40","11786,00","304,20"
5493,1,"1,36","280,70","47,40"
5494,0,"1,26","361,10","39,90"
5495,0,"2,82","2336,00","17,50"
5496,0,"8,51","25805,00","153,30"
5497,0,"5,02","415860,00","1037,30"
5498,0,"24,87","255240,00","101,90"
5499,0,"2,53","50424,00","247,20"
5500,0,"10,20","30246,00","208,60"
5501,1,"11,76","211,20","18,90"
5502,1,"4,84","279,60","14,90"
5503,0,"5,74","22012,00","236,60"
5504,0,"7,55",,
5505,0,"5,51","13895,00","227,50"
5506,0,"2,67","6367,10","174,90"
5507,0,"1,40","30192,00","867,80"
5508,1,"1,63","4595,90","217,40"
5509,1,"1,67","224,80","7,00"
5510,0,"4,71","92,40","40,40"
5511,0,"10,11","538720,00","1513,70"
5512,0,"9,13","5444,00","223,10"
5513,0,"2,92","273,20","29,00"
5514,0,"11,48","8433,00","78,40"
5515,0,"0,75","932,50","47,60"
5516,0,"5,13","631,70","87,90"
5517,0,"47,07","11515,00","619,60"
5518,1,"12,41","3628,70","93,80"
5519,0,"14,50","11312,00","844,70"
5520,0,"2,93","37510,00","535,10"
5521,0,"12,86",,
5522,0,"3,08","99583,00","298,70"
5523,0,"3,90","126190,00","448,00"
5524,0,"4,37","148440,00","563,00"
5525,0,"2,00",,
5526,0,"6,50","13930,00","370,90"
5527,0,"2,93","7784,10","108,20"
5528,null,"3,15",,
5529,0,"4,98","14328,00","209,20"
5530,0,"3,46","25079,00","131,00"
5531,0,"7,43","1356,90","160,20"
5532,0,"5,23","5673,80","218,70"
5533,0,"2,64","19,90","9,40"
5534,0,"2,68","134760,00","92,40"
5535,null,"5,42","11181,00","96,80"
5536,0,"8,22","1651,10","195,70"
5537,0,"0,82","1346,40","86,10"
5538,0,"1,29","873,10","43,80"
5539,0,"4,72","25,80","10,30"
5540,1,"1,99","432,60","37,20"
5541,0,"9,57","272,60","67,00"
5542,1,"6,96","784,70","69,30"
5543,0,"5,12","245680,00","508,60"
5544,0,"4,84","69072,00","834,30"
5545,0,"3,46","121810,00","526,60"
5546,null,"10,29","266,10","8,60"
5547,1,"9,39","1366,90","42,30"
5548,0,"4,43","191070,00","352,30"
5549,0,"4,37","126640,00","904,00"
5550,null,"2,62","102,00","11,60"
5551,1,"2,72","66,20","18,40"
5552,null,"16,40","321,30","10,70"
5553,0,"3,20","2213,20","76,70"
5554,0,"2,41","37571,00","102,40"
5555,0,"1,46","19340,00","164,70"
5556,0,"5,61","1088,60","71,20"
5557,0,"2,16","3836,00","39,30"
5558,1,"1,22","63,70","11,50"
5559,0,"7,07","5824,70","76,30"
5560,0,"23,47","2185,90","84,10"
5561,0,"6,32","2651,80","157,10"
5562,null,"1,59","69,70","25,80"
5563,0,"2,04","75070,00","89,70"
5564,0,"1,43","10718,00","164,50"
5565,0,"4,75","379060,00","241,00"
5566,0,"2,08","25044,00","83,10"
5567,0,"5,21","217140,00","204,90"
5568,0,"3,44","65927,00","639,80"
5569,0,"9,55","231450,00","1215,20"
5570,0,"5,60","116120,00","250,90"
5571,0,"3,28","289810,00","274,20"
5572,1,"2,72","2211,00","56,40"
5573,0,"7,08","9766,90","143,20"
5574,0,"4,85",,
5575,0,"2,41","722770,00","334,30"
5576,0,"4,28","9886,50","284,00"
5577,0,"3,48","151,10","94,50"
5578,0,"4,50","27247,00","551,70"
5579,0,"7,25","262580,00","463,40"
5580,0,"37,19","7224,80","751,10"
5581,0,"2,02","527,40","118,60"
5582,null,"1,28","33878,00","166,80"
5583,null,"2,16","4836,00","69,10"
5584,1,"6,55","2215,30","25,20"
5585,0,"2,58","489,00","42,20"
5586,0,"1,84","642,60","37,40"
5587,0,"10,93","694,90","103,60"
5588,0,"3,74","62,40","9,70"
5589,0,"2,20","141,00","32,00"
5590,0,"3,17","159580,00","367,30"
5591,0,"2,77","262600,00","243,20"
5592,1,"6,09","177,90","10,50"
5593,0,"1,98","32296,00","129,50"
5594,0,"3,74","165480,00","617,70"
5595,0,"2,36","68139,00","100,40"
5596,0,"5,35","178870,00","154,00"
5597,null,"1,92","29,70","9,30"
5598,0,"19,62","6641,60","366,40"
5599,0,"2,88","142890,00","177,90"
5600,0,"2,12","39597,00","231,70"
5601,0,"4,17","2290,90","90,40"
5602,0,"6,22","1733,10","123,10"
5603,0,"3,86","2183,60","81,60"
5604,0,"5,60","761,80","71,90"
5605,0,"0,97","2496,00","12,60"
5606,null,"1,11","3583,00","10,90"
5607,0,"1,74","846,10","67,30"
5608,0,"32,24","651,20","38,70"
5609,0,"22,69","2173,50","98,90"
5610,null,"5,74","752,20","35,10"
5611,1,"1,97","83,60","33,70"
5612,0,"2,75","8290,50","254,80"
5613,0,"4,53","172740,00","472,30"
5614,1,"10,80","9746,40","696,00"
5615,0,"6,61","824390,00","3176,90"
5616,0,"4,32","93395,00","247,00"
5617,0,"7,06","88327,00","855,40"
5618,0,"4,87","437860,00","252,40"
5619,0,"9,78","560970,00","1598,30"
5620,0,"4,18","174860,00","2065,80"
5621,0,"9,66","3089,90","262,40"
5622,null,"20,11","99,80","6,60"
5623,0,"5,75","175780,00","1475,40"
5624,0,"6,82","5794,80","74,10"
5625,1,"12,31","1724,40","328,00"
5626,0,"2,19","80,00","43,10"
5627,0,"3,24","913,00","9,90"
5628,0,"4,48","1355,20","38,90"
5629,0,"5,86","307,90","26,10"
5630,0,"11,23","388,90","69,40"
5631,0,"2,08","470,90","20,70"
5632,0,"1,81","77,00","9,20"
5633,0,"2,21","55,80","19,20"
5634,0,"1,54","450,80","13,20"
5635,0,"4,76",,
5636,0,"6,35",,
5637,0,"2,21","286390,00","273,80"
5638,0,"57,20","1131,00","58,80"
5639,1,"10,61","530,20","28,00"
5640,0,"27,77","582,10","55,70"
5641,0,"30,20","468,60","47,80"
5642,0,"3,11","66,90","41,90"
5643,null,"0,71","212,70","32,60"
5644,0,"1,97","1109,30","277,90"
5645,0,"2,13","601,70","28,80"
5646,null,"1,46","329,30","17,90"
5647,1,"2,49","60,50","21,30"
5648,0,"2,37","14759,00","268,50"
5649,1,"3,49","966,80","31,30"
5650,0,"9,63","3692,40","70,50"
5651,null,"4,38","77,20","8,50"
5652,0,"4,00","668,30","29,90"
5653,0,"4,41","176,10","18,30"
5654,0,"3,10","112,50","16,00"
5655,0,"14,77","518,10","8,70"
5656,0,"8,35",,
5657,0,"2,83","172,80","22,10"
5658,0,"6,02",,
5659,0,"19,97","264,20","6,70"
5660,0,"5,40","313,20","30,10"
5661,null,"3,25","48,70","12,30"
5662,0,"1,11","247,30","27,20"
5663,0,"7,50","261,20","35,50"
5664,0,"13,07","698,50","23,80"
5665,0,"3,62","293,50","58,40"
5666,0,"2,20","222,20","20,70"
5667,0,"1,58","335,50","27,10"
5668,0,"1,67","243,10","66,70"
5669,0,"3,79","39268,00","339,20"
5670,0,"8,98","288,90","11,40"
5671,0,"5,32","480,50","73,00"
5672,0,"2,15","6923,80","99,20"
5673,0,"2,88","125,00","36,60"
5674,0,"6,05","32622,00","607,20"
5675,0,"7,49","408,70","147,10"
5676,null,"3,09","862,00","9,80"
5677,null,"1,45","5396,70","304,10"
5678,0,"1,20","5945,00","20,00"
5679,0,"1,47","493,80","23,30"
5680,0,"6,55","351,40","49,10"
5681,0,"8,77",,
5682,0,"1,25","287,90","57,20"
5683,0,"5,99","107,00","20,20"
5684,0,"2,32",,
5685,null,"0,78","511,60","33,40"
5686,0,"6,81","3620,90","70,60"
5687,0,"1,75","431670,00","628,20"
5688,1,"13,06","1481,50","25,50"
5689,0,"5,15","2533,70","194,90"
5690,0,"3,68","17575,00","195,60"
5691,0,"9,35","393,70","7,80"
5692,0,"3,10","2773,70","153,10"
5693,0,"2,41","136,90","18,80"
5694,0,"2,35","49,30","10,20"
5695,0,"2,25","6789,40","86,80"
5696,0,"1,38","465,50","43,00"
5697,1,"7,00","2286,40","51,80"
5698,0,"2,67","76,10","35,50"
5699,0,"2,05","2052,10","124,90"
5700,0,"3,74","78,60","8,30"
5701,null,"1,71","242,30","84,40"
5702,0,"6,96","429,60","47,50"
5703,0,"1,42","906,70","39,10"
5704,0,"4,05","89,30","43,20"
5705,0,"2,99",,
5706,0,"9,57",,
5707,0,"2,72","216,00","21,00"
5708,0,"4,48","1326,80","21,90"
5709,0,"6,43","383,60","6,50"
5710,0,"12,42","192,30","6,90"
5711,0,"12,41","301,60","45,30"
5712,null,"9,00","251,90","13,90"
5713,0,"4,69","158,30","35,30"
5714,0,"0,89","340,40","49,10"
5715,0,"3,14","690,80","17,10"
5716,1,"6,28","216,90","16,60"
5717,0,"3,50","116,60","38,00"
5718,0,"1,98","94,00","12,90"
5719,0,"3,88","414,70","32,50"
5720,0,"2,66","173,20","25,30"
5721,0,"3,66","119,60","42,10"
5722,1,"1,07","251,50","21,50"
5723,0,"17,24",,
5724,0,"4,24","1287,30","108,20"
5725,0,"0,87","102,30","11,30"
5726,0,"3,20","344,80","19,30"
5727,0,"26,72","7956,20","284,30"
5728,0,"1,77","322,50","45,70"
5729,0,"2,25","228,80","19,90"
5730,0,"5,76","197,20","10,30"
5731,0,"2,32","26,70","14,10"
5732,1,"4,23","68,00","14,60"
5733,1,"7,77","512,60","30,50"
5734,1,"0,93","215,10","23,60"
5735,0,"4,38","6071,60","89,90"
5736,0,"27,24","145,60","44,50"
5737,0,"5,22","36,90","23,30"
5738,1,"0,98","200,70","20,90"
5739,0,"8,70","202,50","23,10"
5740,0,"3,67","584,40","19,30"
5741,0,"3,92","76,60","49,50"
5742,0,"10,99","405,90","83,10"
5743,0,"2,05","29,70","5,10"
5744,0,"3,03","242,30","21,30"
5745,0,"3,04","908,90","36,80"
5746,0,"6,44","39994,00","56,50"
5747,0,"4,10","150,60","77,10"
5748,null,"2,63","426,60","32,90"
5749,0,"15,37","513,50","9,30"
5750,0,"4,50","507,70","38,10"
5751,1,"1,02","5569,00","7,20"
5752,0,"2,35","10143,00","52,90"
5753,0,"4,05","688,60","40,10"
5754,0,"6,73","57608,00","701,10"
5755,null,"2,37","45,80","10,60"
5756,1,"1,73","1932,50","37,00"
5757,null,"1,20","94,20","21,90"
5758,1,"3,39","593,30","18,00"
5759,0,"0,86","110,10","21,40"
5760,0,"7,91","223,30","27,90"
5761,0,"8,05",,
5762,0,"28,02","117,20","43,00"
5763,1,"4,00","247,10","18,70"
5764,0,"1,62","86,90","11,10"
5765,0,"8,09","352,20","38,90"
5766,null,"0,62","214,40","29,70"
5767,0,"15,86","597,30","11,50"
5768,0,"4,48","80917,00","658,30"
5769,0,"3,30","180,20","24,80"
5770,0,"2,64","1455,20","83,50"
5771,0,"8,99","104,30","6,40"
5772,0,"2,12","502,90","19,00"
5773,0,"1,47","112,60","23,50"
5774,null,"1,08","261,40","30,60"
5775,0,"3,53","420,30","34,40"
5776,0,"3,11","83,90","14,30"
5777,0,"2,93","966,70","38,00"
5778,null,"1,19","302,10","38,40"
5779,0,"1,54","44,80","19,80"
5780,0,"2,97","106,00","34,00"
5781,0,"70,41","1379,70","214,50"
5782,null,"2,70","29,10","13,70"
5783,1,"3,27","165,90","17,60"
5784,0,"4,83","40,70","11,80"
5785,0,"1,96","61,20","8,30"
5786,0,"4,22","227,70","31,20"
5787,0,"3,53","2797,10","136,60"
5788,0,"1,48","83,30","26,50"
5789,0,"1,41","736,50","141,00"
5790,0,"4,40","248,00","49,10"
5791,0,"2,21","5386,30","185,20"
5792,0,"1,58","8930,80","954,20"
5793,0,"3,10","273,80","23,50"
5794,0,"1,37","103,70","61,30"
5795,0,"6,26","35221,00","153,00"
5796,0,"3,89","75142,00","1343,20"
5797,0,"1,75","185,60","23,10"
5798,0,"6,71","359,20","28,90"
5799,0,"7,28","211,70","83,90"
5800,0,"3,95","122,10","27,50"
5801,0,"1,19","462,10","46,20"
5802,0,"12,57",,
5803,0,"2,85","33,10","12,00"
5804,0,"1,11","108,00","19,60"
5805,0,"7,04","1957,90","23,30"
5806,0,"0,90","119,90","20,60"
5807,0,"2,20","69,90","12,30"
5808,0,"1,17","134,30","28,10"
5809,0,"1,29","145,70","30,00"
5810,0,"4,57","581780,00","1560,50"
5811,1,"5,57","652,20","17,70"
5812,0,"4,51","152,20","6,30"
5813,0,"4,41","63,00","22,70"
5814,null,"3,07","28,40","8,30"
5815,0,"2,06","787,50","38,40"
5816,0,"5,98","912,80","41,30"
5817,0,"1,97","24327,00","145,80"
5818,0,"3,15","61691,00","1334,60"
5819,0,"6,74","444,20","45,40"
5820,0,"4,70","21,10","7,40"
5821,0,"2,53","135,00","10,60"
5822,0,"2,57","325,60","23,60"
5823,0,"4,91","178,70","8,10"
5824,0,"5,24","238,60","26,50"
5825,0,"23,52","713,30","55,40"
5826,0,"4,12","39,40","19,60"
5827,0,"1,77","282,60","19,80"
5828,0,"1,02","331,30","31,20"
5829,1,"5,03","950,10","17,80"
5830,null,"1,05","168,20","38,00"
5831,0,"0,85","346,90","53,60"
5832,null,"1,15","53,20","38,20"
5833,0,"1,78","35,90","9,10"
5834,0,"5,14","202,90","33,90"
5835,1,"0,76","236,80","22,40"
5836,0,"5,29","82,00","29,80"
5837,1,"2,93","126,20","27,70"
5838,1,"9,65","678,80","20,30"
5839,null,"1,50","77,90","8,90"
5840,null,"3,38","39596,00","131,10"
5841,0,"5,90","63447,00","1094,60"
5842,0,"1,63","173,40","46,60"
5843,0,"4,40","662,30","19,70"
5844,0,"2,95","830,00","6,80"
5845,0,"3,94","5407,00","86,90"
5846,0,"3,29","378,00","51,70"
5847,0,"1,54","109,20","17,20"
5848,0,"3,61","409,40","31,20"
5849,1,"5,17","158,30","21,90"
5850,1,"2,86","610,70","18,30"
5851,0,"5,47","3113,00","25,70"
5852,1,"1,45","336,80","32,70"
5853,0,"1,89","1006,00","11,60"
5854,1,"1,44","218,40","33,50"
5855,null,"7,69","1263,10","43,30"
5856,null,"2,80","52,40","4,40"
5857,0,"16,83","40,50","19,30"
5858,null,"7,76","291,50","18,70"
5859,0,"6,20","858,10","24,10"
5860,null,"5,80","819,00","8,70"
5861,1,"10,77","634,50","17,90"
5862,0,"1,82","1046,10","29,50"
5863,0,"6,09","39874,00","585,00"
5864,0,"6,07","42873,00","1170,50"
5865,0,"2,48","531,50","100,30"
5866,0,"1,90","28,60","21,70"
5867,0,"4,06","5494,60","238,70"
5868,0,"3,08","133,80","25,30"
5869,0,"25,01","379,10","39,50"
5870,0,"0,98","341,80","50,20"
5871,0,"5,27","387,70","30,10"
5872,0,"2,43","116,70","27,30"
5873,0,"4,00","133,40","24,90"
5874,1,"0,79","356,60","11,40"
5875,0,"1,86","676,10","31,70"
5876,0,"1,68","236,40","31,90"
5877,0,"1,34","2098,00","15,80"
5878,0,"3,20","1032,30","40,80"
5879,null,"7,34","549,30","10,60"
5880,0,"3,82","99,10","24,00"
5881,0,"4,41","66,30","44,10"
5882,0,"11,29","2074,00","23,50"
5883,0,"1,12","152,50","18,00"
5884,1,"12,93","464,10","27,70"
5885,0,"5,12","386,00","6,90"
5886,0,"3,80","891,10","20,30"
5887,0,"3,55","2282,50","42,30"
5888,0,"3,57","813,90","17,30"
5889,0,"5,17","8372,50","155,10"
5890,0,"2,45","20209,00","74,30"
5891,0,"2,33","76,50","11,70"
5892,0,"5,30","268,00","31,70"
5893,0,"2,43","232,50","41,70"
5894,0,"10,17","113,90","28,20"
5895,0,"11,85","143,00","6,10"
5896,0,"5,10","319,40","17,10"
5897,0,"3,07","30,70","22,50"
5898,null,"6,25","112,10","15,00"
5899,0,"3,32","337,90","101,20"
5900,0,"2,45","224,60","32,80"
5901,1,"19,86","282,10","76,30"
5902,0,"2,34","374,10","33,30"
5903,null,"2,80","104,50","8,60"
5904,1,"7,34","1017,50","20,60"
5905,1,"2,32","1345,00","22,60"
5906,0,"40,40","148,70","41,00"
5907,0,"1,46","197,10","23,80"
5908,1,"5,77","153,70","54,20"
5909,0,"0,73",,
5910,0,"4,10",,
5911,0,"2,77",,
5912,0,"5,49","150,30","70,60"
5913,0,"7,00","382,00","64,40"
5914,0,"2,15","417,00","6,60"
5915,0,"1,91","1914,10","43,50"
5916,0,"7,18","1849,50","34,10"
5917,0,"2,61","18,50","11,10"
5918,0,"8,81","353,50","36,20"
5919,0,"4,65","916,40","31,40"
5920,0,"4,26","401,50","22,20"
5921,0,"2,53","219,00","15,90"
5922,0,"3,67","1299,30","29,90"
5923,0,"2,13","242,70","17,70"
5924,1,"18,50","586,80","56,80"
5925,0,"2,12","2299,00","59,30"
5926,0,"42,44","2311,00","69,40"
5927,0,"3,44","12127,00","454,00"
5928,0,"2,64","231,00","26,10"
5929,0,"3,08",,
5930,null,"2,64",,
5931,0,"5,05",,
5932,0,"2,28",,
5933,0,"54,52","138,30","2,90"
5934,0,"3,41",,
5935,0,"3,12",,
5936,0,"6,51",,
5937,0,"17,21",,
5938,0,"4,21",,
5939,0,"2,01","14966,00","177,20"
5940,0,"3,12","41320,00","294,80"
5941,null,"6,26","4042,80","113,40"
5942,0,"17,14","234,40","51,60"
5943,0,"9,98","28241,00","3596,60"
5944,0,"4,47","692,20","40,70"
5945,0,"2,43","50664,00","108,20"
5946,1,"2,77","345,30","37,60"
5947,0,"3,60","17,10","17,50"
5948,0,"2,45","486,50","12,60"
5949,0,"1,62","243,40","24,90"
5950,0,"40,01","27,10","12,90"
5951,0,"2,06","92,90","11,10"
5952,0,"13,88","161,10","37,60"
5953,0,"2,00","47,80","8,50"
5954,1,"5,27","110,80","21,10"
5955,0,"5,11","1871,50","150,70"
5956,0,"4,07","70,60","27,10"
5957,0,"7,34","2456,50","70,40"
5958,0,"14,84","452,30","83,20"
5959,null,"1,56","92,40","9,10"
5960,0,"3,84","13518,00","127,70"
5961,0,"32,27","3254,10","52,00"
5962,0,"3,60","11107,00","147,30"
5963,0,"6,89",,
5964,0,"6,21","134480,00","5518,20"
5965,0,"6,17","223,20","45,60"
5966,null,"9,48","128,80","11,20"
5967,0,"12,71","1119,50","45,60"
5968,0,"5,83","259,40","18,40"
5969,1,"7,21","307,50","42,60"
5970,0,"1,75","230,80","47,60"
5971,0,"3,19","272,90","12,70"
5972,0,"5,84","54,60","12,60"
5973,0,"6,21","126,40","24,60"
5974,0,"1,92","116,80","8,30"
5975,0,"3,24","242,10","12,70"
5976,0,"3,31","131,00","27,30"
5977,null,"4,15","530,40","17,80"
5978,0,"2,76","140,60","2,50"
5979,0,"1,47","610,70","41,80"
5980,0,"5,98","1049,50","124,00"
5981,0,"0,91","426,20","27,60"
5982,0,"5,89","231,60","103,30"
5983,0,"3,39","113,30","42,00"
5984,0,"3,46","479,70","12,50"
5985,0,"1,85","111,60","27,30"
5986,0,"1,83",,
5987,0,"1,92","55,80","27,10"
5988,null,"1,39","3992,40","303,80"
5989,0,"1,93","343,50","4,90"
5990,0,"3,91","184,40","8,90"
5991,null,"21,25","552,20","11,90"
5992,0,"4,52","667,80","29,70"
5993,0,"25,86","538,00","19,20"
5994,0,"4,90","58570,00","639,30"
5995,0,"2,50","10984,00","85,40"
5996,0,"2,25","61953,00","1227,60"
5997,1,"4,66","888,70","24,90"
5998,null,"1,35","1304,40","20,90"
5999,0,"2,82","345,50","60,70"
6000,0,"2,67","117,60","11,40"
6001,0,"2,75","286,20","18,00"
6002,0,"3,82","509,50","8,40"
6003,0,"6,34","401,30","110,60"
6004,1,"1,89","126,90","9,70"
6005,0,"5,64","529,00","36,00"
6006,0,"1,07","275,20","38,40"
6007,0,"4,33","9094,60","244,10"
6008,0,"22,98","919,10","160,10"
6009,0,"5,28","498,00","48,20"
6010,0,"20,49","761,70","119,00"
6011,1,"1,44","5817,30","1109,70"
6012,0,"3,22","519,30","27,40"
6013,0,"3,04","36830,00","488,50"
6014,null,"1,24","187,20","14,20"
6015,0,"5,23",,
6016,0,"1,24","130,00","11,70"
6017,1,"2,95","788,00","13,30"
6018,0,"0,73","203,30","29,30"
6019,0,"0,84","191,60","18,70"
6020,null,"1,39","136,80","12,60"
6021,1,"1,16","1679,00","9,60"
6022,0,"4,00",,
6023,0,"2,41",,
6024,0,"2,09",,
6025,1,"3,75","160,40","22,70"
6026,1,"3,81","116,40","19,20"
6027,0,"1,59","1027,10","151,70"
6028,0,"0,94","321,10","23,00"
6029,0,"13,79",,
6030,0,"1,76","80,60","21,70"
6031,0,"0,59","119,20","29,30"
6032,null,"0,66","78,90","17,90"
6033,0,"1,96","211,30","25,00"
6034,0,"2,07","292,50","21,20"
6035,0,"4,74",,
6036,0,"5,48","64,50","7,60"
6037,null,"1,38","568,40","16,70"
6038,0,"5,28",,
6039,0,"6,52",,
6040,0,"1,96",,
6041,0,"0,67","210,30","5,50"
6042,null,"2,65","30,20","10,90"
6043,0,"2,37",,
6044,null,"4,46","745,40","34,20"
6045,1,"8,30","1628,10","53,50"
6046,0,"7,86",,
6047,0,"1,52","160,80","17,00"
6048,0,"11,50","144,30","9,30"
6049,0,"1,23","1291,90","304,40"
6050,0,"1,85","104,70","22,10"
6051,0,"0,63","264,50","14,50"
6052,null,"2,46","106,40","11,70"
6053,0,"2,03","60,80","21,20"
6054,0,"1,02","235,30","33,30"
6055,0,"1,89",,
6056,0,"1,28","1433,70","146,70"
6057,0,"1,22","846,80","58,90"
6058,0,"2,49","118,80","18,80"
6059,1,"1,16","150,20","13,60"
6060,0,"1,02","122,60","18,90"
6061,0,"2,17","23,50","12,40"
6062,0,"0,96","456,80","53,80"
6063,0,"5,20",,
6064,0,"1,09","247,90","18,30"
6065,0,"1,00","114,60","17,00"
6066,0,"6,31",,
6067,1,"1,70","405,50","11,90"
6068,1,"9,20","482,90","34,40"
6069,0,"8,45",,
6070,0,"17,96",,
6071,1,"0,95","710,00","18,00"
6072,1,"7,18","79,70","17,20"
6073,0,"1,11","62,90","21,70"
6074,null,"1,81","294,20","6,10"
6075,0,"3,44","31,70","6,60"
6076,0,"1,33","2714,40","73,20"
6077,1,"5,18","376,10","22,60"
6078,1,"1,33","1009,80","26,70"
6079,null,"2,91","361,10","10,30"
6080,1,"8,04","250,90","26,20"
6081,1,"1,23","109,70","17,60"
6082,0,"3,61","84,50","9,60"
6083,0,"1,40","374,80","6,60"
6084,null,"12,37","258,00","9,80"
6085,0,"2,36","174,50","10,20"
6086,0,"1,80","228,60","6,20"
6087,0,"4,02","200,90","35,30"
6088,0,"2,23","280,90","6,50"
6089,0,"1,75",,
6090,null,"13,44","3689,30","64,00"
6091,0,"12,47","65,40","19,20"
6092,0,"15,86","228,50","25,10"
6093,null,"2,50","132,70","9,00"
6094,null,"8,15","90,40","9,00"
6095,null,"8,19","862,50","12,00"
6096,0,"16,19","542,60","15,70"
6097,null,"5,67","9312,00","76,00"
6098,null,"6,06","296,90","9,40"
6099,0,"2,99","258,00","12,00"
6100,0,"13,28","1083,00","11,80"
6101,0,"7,36","330,50","15,40"
6102,0,"6,31","328,70","10,80"
6103,null,"6,95","157,10","11,30"
6104,1,"4,83","163,50","13,20"
6105,null,"6,20","502,80","8,50"
6106,0,"2,45",,
6107,0,"1,19","1213,80","136,40"
6108,null,"2,64","450,10","8,00"
6109,0,"10,31","29233,00","854,10"
6110,null,"2,01",,
6111,0,"3,91","773,00","6,60"
6112,null,"5,05","373,30","11,60"
6113,null,"12,59","51633,00","178,70"
